artigoEmPeriodico	 	2018	2594-4576		Geometria analítica no Ensino Superior: uma proposta de ensino híbrido	Revista Educacional Interdisciplinar	CARPES, P.P.G; NUNES, J. F. ; MARQUES, I. L. ; BISOGNIN, E.	B4	REVISTA EDUCACIONAL INTERDISCIPLINAR
artigoEmPeriodico	 	2018	1809-3876	http://dx.doi.org/10.23925/1809-3876.2018v16i3p668-693	DIVERSIDADE E IN/EXCLUSÃO: VOZES E SILÊNCIOS NA FORMAÇÃO DO/A PEDAGOGO/A	REVISTA E-CURRICULUM (PUCSP)	COSTA, J. M.; DALLA CORTE, M. G. ; SILVA, L. G.	A2	
artigoEmPeriodico	 	2018	0022-0396	http://dx.doi.org/10.1016/j.jde.2018.08.017	On the instability of elliptic traveling wave solutions of the modified Camassa-Holm equation	JOURNAL OF DIFFERENTIAL EQUATIONS	DARÓS, ALISSON; ARRUDA, LYNNYNGS KELLY	Qualis nao identificado	JOURNAL OF DIFFERENTIAL EQUATIONS
artigoEmPeriodico	 	2018	2301-1548	http://dx.doi.org/10.31285/AGRO.22.2.2	Estimación del tamaño óptimo de parcela en experimentación con batata dulce	AGROCIENCIA URUGUAY	HUMADA-GONZALEZ, G. G. ; MORAIS, A. R. ; MENDOZA, C. A. C. ; BORTOLINI, J. ; LISKA, GILBERTO RODRIGUES	Qualis nao identificado	AGROCIENCIA URUGUAY
artigoEmPeriodico	 	2018	1809-1636		A APRENDIZAGEM SIGNIFICATIVA EM UM CONTEXTO MATEMÁTICO: ESTUDOS SOBRE O CONCEITO DE ÁREA	VIVÊNCIAS (URI. ERECHIM)	LEÃO, A. S. G.; PESSANO, E. F. C. ; CERETA, A. S. ; BORTOLUZZI, L. R.	B5	
artigoEmPeriodico	 	2018	2179-460X		Nova Abordagem para a Estimativa do Fluxo de Calor no Solo para o Bioma Pampa	CIÊNCIA E NATURA	ROMIO, L. C.; ZIMMER, T. ; ROBERTI, D. R. ; BULIGON, L.	C	
artigoEmPeriodico	 	2018	2179-8087	http://dx.doi.org/10.1590/2179-8087.050816	Biomass and Carbon in a Seasonal Semideciduous Forest in Minas Gerais	FLORAM	SILVA, HELANE FRANÇA ; RIBEIRO, SABINA CERRUTO ; BOTELHO, SORAYA ALVARENGA ; LISKA, GILBERTO RODRIGUES ; CIRILLO, MARCELO ANGELO	Qualis nao identificado	FLORAM
artigoEmPeriodico	 	2018	1518-8221		Argumentação na Abordagem do Pensamento Funcional no Ensino Fundamental: Análise de atividades em um livro didático de matemática	EDUCAÇÃO MATEMÁTICA EM REVISTA-RS	SILVA, J. G ; MAGGIO, D.P ; NEHRING, C. M.	B5	
artigoEmPeriodico	 	2018	2525-7870		'Amutuy, soledad': um estudo das estratégias identitárias na canção de Marcel Berbel	RELACult - Revista Latino-Americana de Estudos em Cultura e Sociedade	SOUZA, N.B	C	RELACULT - REVISTA LATINO-AMERICANA DE ESTUDOS EM CULTURA E SOCIEDADE
artigoEmPeriodico	 	2018	1807-5193		Reviver a tradição, reinventar seus heróis:o discurso do folclore jovem e a cultura popular	Letra Magna (Online)	SOUZA, N.B	Qualis nao identificado	Letra Magna (Online)
artigoEmPeriodico	 	2018	2238-3026		A enunciação tonitruante do discurso de militância em ??Solo le pido a dios?, de León Gieco	ABEHACHE	SOUZA, N.B	Qualis nao identificado	ABEHACHE
artigoEmPeriodico	 	2018	2177-1960		O contradiscurso ou discurso carnavalizado e a infância transgressora da linguagem em Manoel de Barros.	CENÁRIOS: REVISTA DE ESTUDOS DA LINGUAGEM	SOUZA, N.B.; CAMARGOS, M. L. ; GIOVANI, F.	C	
artigoEmPeriodico	 	2018	2237-6844		Reflexões enunciativas acerca do ensino na área de linguagem: entendendo projetos de dizer	POLIFONIA: ESTUDOS DA LINGUAGEM	SOUZA, N.B.; GIOVANI, F.	B3	
artigoEmPeriodico	 	2018	2331-1991	http://dx.doi.org/10.4236/ae.2018.62010	Predatory Potential of <i>Phytoseiulus macropilis</i> (Banks) Preying on <i>Tetranychus urticae</i> Koch (Acari: Phytoseiidae, Tetranychidae)	ADVANCES IN ENTOMOLOGY	SOUZA-PIMENTEL, GISELLE CHRISTIANE ; REIS, PAULO REBELLES ; LISKA, GILBERTO RODRIGUES ; CIRILLO, MARCELO ÂNGELO	Qualis nao identificado	ADVANCES IN ENTOMOLOGY
artigoEmPeriodico	 	2018	2331-1991	http://dx.doi.org/10.4236/ae.2018.62007	Biological Control of Southern Red Mite, Oligonychus ilicis (Acari: Tetranychidae), in Coffee Plants	ADVANCES IN ENTOMOLOGY	TOLEDO, M. A. ; REIS, P. R. ; LISKA, G. R. ; CIRILLO, M. A.	Qualis nao identificado	ADVANCES IN ENTOMOLOGY
artigoEmPeriodico	 	2017	1916-9752	http://dx.doi.org/10.5539/jas.v9n12p88	Fatty Acids Profile of Coffea arabica L. Resistant to Leaf Rust Grown in Two Environments of Minas Gerais, Brazil	Journal of Agricultural Science	FASSIO, L. O. ; MALTA, M. R. ; LISKA, G. R.	Qualis nao identificado	Journal of Agricultural Science
artigoEmPeriodico	 	2017	2316-1795		O dado singular que ilumina o percurso: uma análise indiciária da elaboração didática de oficinas de linguagem com base nos gêneros discursivos	Diálogo das Letras	GIOVANI, F. ; SOUZA, N.B.	B1	DIÁLOGO DAS LETRAS
artigoEmPeriodico	 	2017	2518-8380		Aplicação da técnica Bootstrap na estimação do tamanho ótimo de parcela em experimento com soja	Tecnología Agraria	GONZALEZ, G. G. H. ; MORAIS, A. R. ; BRUZI, T. A. ; LISKA, G.R. ; REIS, C. J. ; BORTOLINI, J. ; SOSA, J. R. H.	Qualis nao identificado	Tecnología Agraria
artigoEmPeriodico	 	2017	2278-5728		Monte Carlo Evaluation of Classification Algorithms Based on Fisher's Linear Function in Classification of Patients With CHD	IOSR Journal of Mathematics	LISKA, G. J. R. ; LISKA, G. R. ; HUMADA-GONZALEZ, G. G. ; BORTOLINI, J. ; REIS, C. J.	Qualis nao identificado	IOSR Journal of Mathematics
artigoEmPeriodico	 	2017	2278-5728	http://dx.doi.org/10.9790/5728-130104104109	Monte Carlo Evaluation of Classification Algorithms Based on Fisher's Linear Function in Classification of Patients With CHD	IOSR Journal of Mathematics	LISKA, G.R	Qualis nao identificado	IOSR Journal of Mathematics
artigoEmPeriodico	 	2017	0957-4174	http://dx.doi.org/10.1016/j.eswa.2016.08.014	Data classification with binary response through the Boosting algorithm and logistic regression	EXPERT SYSTEMS WITH APPLICATIONS	MENEZES, F. S. ; LISKA, G. R. ; CIRILLO, M. A. ; VIVANCO, M. J. F.	A2	
artigoEmPeriodico	 	2017	1916-9760	http://dx.doi.org/10.5539/jas.v9n9p78	Sensory Profile and Chemical Composition of Specialty Coffees from Matas de Minas Gerais, Brazil	Journal of Agricultural Science	PEREIRA, R. G. F. A. ; FASSIO, L. O. ; LISKA, G.R. ; MALTA, M. R.	Qualis nao identificado	Journal of Agricultural Science
artigoEmPeriodico	 	2017	2454-1850	http://dx.doi.org/10.25125/agriculture-journal-IJOEAR-NOV-2017-17	Interspecific Interaction Between Phytoseiulus macropilis and Neoseiulus californicus (Acari: Phytoseiidae) Preying on Tetranychus urticae (Acari: Tetranychidae) on Rosebush Growing in Greenhouse	International Journal of Environmental and Agriculture Research	PIMENTEL, G. C. S. ; REIS, P. R. ; LISKA, G.R. ; CIRILLO, M. A.	Qualis nao identificado	International Journal of Environmental and Agriculture Research
artigoEmPeriodico	 	2017	2518-8380		Precipitações máximas esperadas em Mariscal Estigarribia, Paraguai, via distribuição Gumbel	Tecnologia Agrária	REIS, C. J. ; GONZALEZ, G. G. H. ; LISKA, G. R. ; BORTOLINI, J. ; HUMADA SOSA, J. R. ; BEIJO, L. A. ; CHAVES, L. M. ; BALBUENA, J. G.	Qualis nao identificado	Tecnologia Agrária
artigoEmPeriodico	 	2017	1538-9472	http://dx.doi.org/10.22237/jmasm/1493597820	Methodology for constructing perceptual maps incorporating measuring error in sensory acceptance tests	JOURNAL OF MODERN APPLIED STATISTICAL METHODS	SANTOS, E. N. F. ; LISKA, G. R. ; CIRILLO, M. A.	Qualis nao identificado	JOURNAL OF MODERN APPLIED STATISTICAL METHODS
artigoEmPeriodico	 	2017	2238-8060	http://dx.doi.org/10.18468/letras.2017v7n3.p341-361	'Dureza: a única máscara possível' - Um estudo de Vidas Secas, de Graciliano Ramos	LETRAS ESCREVE	SOUZA, N.B	Qualis nao identificado	LETRAS ESCREVE
artigoEmPeriodico	 	2017	1807-9717		As metacanções e a acumulação de sentidos sobre o ato de cantar na canção folclórica argentina	MEMENTO (TRÊS CORAÇÕES)	SOUZA, N.B	Qualis nao identificado	MEMENTO (TRÊS CORAÇÕES)
artigoEmPeriodico	 	2017	2176-8625		Una experiencia de enseñanza de lengua española (LE) en un contexto de extensión universitaria a través de la producción de materiales didácticos	CAMINHOS EM LINGUÍSTICA APLICADA	SOUZA, N.B.; ALVAREZ, I.M.J.	B3	
artigoEmPeriodico	 	2017	2316-1795		Os percursos éticos do cantar no discurso de denúncia social em três canções de protesto	Diálogo das Letras	SOUZA, N.B.; MIOTELLO, V.	B1	DIÁLOGO DAS LETRAS
artigoEmPeriodico	 	2017	1983-8018		Matriculo-me, logo existo: efeitos do verbal e do não-verbal na produção de sentidos	REVISTA DE LETRAS NORTE@MENTOS	SOUZA, N.B.; SILVEIRA, E.L.	C	
artigoEmPeriodico	 	2016	1809-3264		Google Drive como ferramenta pedagógica: uma proposta colaborativa no âmbito do PIBID	Revista Querubim	BRAGANCA, G. M. ; CERETA, A. S. ; KEHLER, G. S.	B3	REVISTA QUERUBIM
artigoEmPeriodico	 	2016	1679-365X		Invasão de uma espécie com efeito Allee forte	Biomatemática (UNICAMP)	CARA, E. R.; MISTRO, D. C.	Qualis nao identificado	Biomatemática (UNICAMP)
artigoEmPeriodico	 	2016	0377-0427	http://dx.doi.org/10.1016/j.cam.2015.01.022	Numerical analysis of the acoustics of a diffusion flame	Journal of Computational and Applied Mathematics	CARPES, CHARLES QUEVEDO; de Bortoli, Álvaro Luiz	Qualis nao identificado	Journal of Computational and Applied Mathematics
artigoEmPeriodico	 	2016	2306-5710	http://dx.doi.org/10.3390/beverages2010001	Sensory Description of Cultivars (Coffea Arabica L.) Resistant to Rust and Its Correlation with Caffeine, Trigonelline, and Chlorogenic Acid Compounds	Beverages	FASSIO, L. O. ; MALTA, M. R. ; CARVALHO, G. R. ; LISKA, G. R. ; LIMA, P. M. ; PIMENTA, C. J.	Qualis nao identificado	Beverages
artigoEmPeriodico	 	2016	1807-6211		Estudar com Bakhtin na fronteira:alguns dizeres (im)pertinentes sobre o nosso cronotopo	Aleph (UFF. Online)	GEBAP, P. ; GIOVANI, F. ; CAMARGOS, M. L. ; SOUZA, N.B. ; GOULART, R.K.T. ; OLIVEIRA, N. R. M. ; SANDIM, R. ; SCHENKEL, J.B. ; JACINTO, N.	Qualis nao identificado	Aleph (UFF. Online)
artigoEmPeriodico	 	2016	2238-6084		O texto da criança e a mistura de vozes na sua escritura: questões de estética, de dialogismo e de polifonia	Revista Educação e Linguagens	GIOVANI, F. ; CAMARGOS, M. L. ; SOUZA, N.B.	B3	REVISTA EDUCAÇÃO E LINGUAGENS
artigoEmPeriodico	 	2016	2518-8380		Evaluación del algodón en relación al espaciamiento entre hileras y riego	Tecnologia Agrária	GONZALEZ, G. G. H. ; MORAIS, A. R. ; BORTOLINI, J. ; LISKA, G. R. ; AGUILERA, L. A. ; DUECK, J. ; BALBUENA, J. G. ; SOSA, J. R. H.	Qualis nao identificado	Tecnologia Agrária
artigoEmPeriodico	 	2016	1983-3431		Humor nos conflitos da relação marido/ mulher: análise linguística e estatística	UNILETRAS	LISKA, G. J. R. ; LISKA, G.R.	B5	
artigoEmPeriodico	 	2016	1809-3264		Um bom professor de matemática nos discursos de estudantes do ensino médio	Revista Querubim	REUSE, J. S. ; KEHLER, G. S.	B3	REVISTA QUERUBIM
artigoEmPeriodico	 	2016	2525-4782		Estimativa do Saldo de Radiação Utilizando Identificação de Sistemas	Revista Mundi Engenharia, Tecnologia e Gestão	ROMIO, L. C.; ROBERTI, D. R.	Qualis nao identificado	Revista Mundi Engenharia, Tecnologia e Gestão
artigoEmPeriodico	 	2016	2304-0106		Aplicaciones de Inteligencia Artificial y Mineria de Datos a Diagnóstico de Fallos y Estimación de Parámetros	Anales de la Academia de Ciencias de Cuba	SANTIAGO, O. L. ; MORENO, A. P. ; ECHEVARRÍA, L. C. ; LAZARO, J. M. B. ; MESA, M. I. ; VICIEDO, E. B. ; RAMOS, A. R. ; GRUEIRO, M. Q. ; FAJARDO, J. A. H. ; SANCHEZ, D. J. ; SILVA NETO, A. J. ; CÂMARA, L. D. T. ; RODRIGUES, P. P. G. W. ; PAROLIN, R. S. ; MORENO, E. G. ; ANGLADA, F. M. ; CAMPOS VELHO, H. F. ; BECCENERI, J. C. ; MENDEZ, J. F. ; CRUZ, A. M. ; VIZCAYA, M. T. ; RAMIREZ, C. H.	Qualis nao identificado	Anales de la Academia de Ciencias de Cuba
artigoEmPeriodico	 	0	1548-0992	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1109/tla.2016.7459642&md5=fe631918b529d703d701a39376953408	Selecting A Probabilistic Model Applied To The Sensory Analysis Of Specialty Coffees Performed With Consumer	Revista IEEE América Latina	FERREIRA, H. A. ; LISKA, G. R. ; CIRILLO, M. A. ; BOREM, F. M. ; RIBEIRO, D. E. ; CORTEZ, R. M.	A2	REVISTA IEEE AMÉRICA LATINA
artigoEmPeriodico	 	0	0102-7352	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Modeling the hydrolysis process of the bioethanol production	Vetor (FURG)	GOMES, R. S. ; CARPES, Charles Quevedo ; ANDREIS, G. S. L. ; de Bortoli, Álvaro Luiz	Qualis nao identificado	Vetor (FURG)
artigoEmPeriodico	 	0	0255-5476	http://dx.doi.org/10.4028/0-87849-963-6.1043	Nickel-vacancy complex in diamond: ab-initio Investigation	Materials Science Forum	L.V.C. Assali ; R. Larico ; W.V.M. Machado ; J.F. Justo	Qualis nao identificado	Materials Science Forum
artigoEmPeriodico	 	0	0925-9635	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1016/j.diamond.2006.09.014&md5=f2b2c33dc56381e0a10dc81290cfd798	Cobalt in diamond: An ab initio investigation	Diamond and Related Materials	L.V.C. Assali ; W.V.M. Machado ; R. Larico ; J.F. Justo	Qualis nao identificado	Diamond and Related Materials
artigoEmPeriodico	 	0	1550-235X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1103/physrevb.87.165113&md5=8382944da2a929dee0387c49f2575b1a	Spin states of iron impurities in magnesium oxide under pressure: A possible intermediate state	Physical Review B	Larico, R.; Assali, L. V. C. ; Justo, J. F.	Qualis nao identificado	Physical Review B
artigoEmPeriodico	 	0	0370-1972	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1002/pssb.201200487&md5=8cc99a483dcc18b57d943e7aab02061d	Iron in magnesium oxide at high pressures: a first principles theoretical investigation	Physica Status Solidi. B, Basic Research	Larico, Rolando; JUSTO, JOÃO F. ; ASSALI, LUCY V. C.	Qualis nao identificado	Physica Status Solidi. B, Basic Research
artigoEmPeriodico	 	0	1983-6988	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Análise de gêneros científicos midiáticos: a organização retórica de notícias de popularização da ciência nas revistas Ciência Hoje e Galileu	Linguasagem (São Paulo)	LOVATO, C. S	B3	LINGUASAGEM (SÃO PAULO)
artigoEmPeriodico	 	0	1679-8740	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	O poder hegemônico da ciência no discurso de popularização científica	Calidoscópio (UNISINOS)	MOTTA-ROTH, D. ; LOVATO, C. S.	B1	CALIDOSCÓPIO (UNISINOS)
artigoEmPeriodico	 	0	1518-7632	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Organização retórica do gênero notícia de popularização da ciência: um estudo comparativo entre português e inglês	Linguagem em (Dis)curso	MOTTA-ROTH, D. ; LOVATO, C. S.	B1	LINGUAGEM EM (DIS)CURSO (ONLINE)
artigoEmPeriodico	 	0	0096-3003	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Estimation of a contaminant source in an estuary with an inverse problem approach	Applied Mathematics and Computation	PAROLIN, R. S.; SILVA NETO, A. J. ; RODRIGUES, P. P. G. W. ; SANTIAGO, O. L.	Qualis nao identificado	Applied Mathematics and Computation
artigoEmPeriodico	 	0	0921-4526	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1016/j.physb.2003.09.010&md5=d5aa071d8deaf856a825c20ec2589e2b	An ab initio investigation on nickel impurities in diamond	Physica. B, Condensed Matter (Print)	R. Larico; Assali, L. V. C. ; Justo, J. F. ; Machado, W. V. M.	Qualis nao identificado	Physica. B, Condensed Matter (Print)
artigoEmPeriodico	 	0	1098-0121	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1103/physrevb.79.115202&md5=72cf3f7558215f843cb17be98019126e	Electronic properties and hyperfine fields of nickel-related complexes in diamond	Physical Review. B, Condensed Matter and Materials Physics	R. Larico; J.F. Justo ; W.V.M. Machado ; L.V.C. Assali	Qualis nao identificado	Physical Review. B, Condensed Matter and Materials Physics
artigoEmPeriodico	 	0	0921-4526	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1016/j.physb.2005.12.075&md5=680cdfa7e6fb45c47b411fd70d2752ad	Band gap states of interstitial nickel-complexes in diamond	Physica. B, Condensed Matter	R. Larico; J.F. Justo ; W.V.M. Machado ; L.V.C. Assali	Qualis nao identificado	Physica. B, Condensed Matter
artigoEmPeriodico	 	0	0103-9733	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1590/s0103-97332004000400038&md5=3b6445bdd7329bd3d30229a95ceb3d86	Electronic properties of isolated nickel in diamond	Brazilian Journal of Physics	R. Larico; J.F. Justo ; W.V.M. Machado ; L.V.C. Assali	Qualis nao identificado	Brazilian Journal of Physics
artigoEmPeriodico	 	0	0953-8984	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1088/0953-8984/20/41/415220&md5=f1267eb60df013d982580075b510e26a	Cobalt-related impurity centers in diamond: electronic properties and hyperfine parameters	Journal of Physics. Condensed Matter	R. Larico; L.V.C. Assali ; W.V.M. Machado ; J.F. Justo	Qualis nao identificado	Journal of Physics. Condensed Matter
artigoEmPeriodico	 	0	0927-0256	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1016/j.commatsci.2004.01.009&md5=fa2ae77a893847614e0dbe168a6bbc2b	Nickel impurities in diamond: a FP-LAPW investigation	Computational Materials Science	R. Larico; L.V.C. Assali ; W.V.M. Machado ; J.F. Justo	Qualis nao identificado	Computational Materials Science
artigoEmPeriodico	 	0	0003-6951	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1063/1.1645327&md5=f385e4fc9484602c542477c2d4eb32d0	Isolated nickel impurities in diamond: A microscopic model for the electrically active centers	Applied Physics Letters	R. Larico; Machado, W. V. M. ; Justo, J. F. ; Assali, L. V. C.	Qualis nao identificado	Applied Physics Letters
artigoEmPeriodico	 	0	0103-9733	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1590/s0103-97332006000300009&md5=6ed03f5cc7c9586c72733b4422f0ac0a	Microscopic structure of nickel-dopant centers in diamond	Brazilian Journal of Physics	R. Larico; W.V.M. Machado ; J.F. Justo ; L.V.C. Assali	Qualis nao identificado	Brazilian Journal of Physics
artigoEmPeriodico	 	0	0925-9635	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1016/j.diamond.2004.10.007&md5=e3f239b8514a33cb71e94d8ab636a5fc	A theoretical model for the nickel-related defect centers in diamond	Diamond and Related Materials	R. Larico; W.V.M. Machado ; L.V.C. Assali ; J.F. Justo	Qualis nao identificado	Diamond and Related Materials
artigoEmPeriodico	 	0	1809-6875	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Eficácia do enxofre aplicado via solo no controle da cigarra Quesada gigas (OLIVIER) em cafeeiro	Coffee Science	REIS, P. R. ; REBELLES, P. P. R. ; PEREIRA, M. C. ; LISKA, G. R. ; MORAIS, A. R.	Qualis nao identificado	Coffee Science
